Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
867,0907253130,60.0,RL,,11050.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9.0,5.0,2000.0,2000.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,Unf,0.0,536.0,1440.0,GasA,Ex,Y,SBrkr,1476.0,677.0,0.0,2153.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,2.0,Ex,Attchd,2000.0,Fin,3.0,736.0,TA,TA,Y,253.0,142.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD ,Normal,313000.0
868,0907260030,60.0,RL,70.0,8749.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840.0,885.0,0.0,1725.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2002.0,RFn,2.0,550.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2009.0,WD ,Normal,198500.0
869,0907265010,60.0,RL,,11250.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2001.0,2001.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,944.0,944.0,GasA,Ex,Y,SBrkr,944.0,926.0,0.0,1870.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,256.0,43.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD ,Normal,211000.0
870,0907275010,20.0,RL,90.0,15750.0,Pave,,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8.0,5.0,1999.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,216.0,1462.0,GasA,Ex,Y,SBrkr,1513.0,0.0,0.0,1513.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135.0,34.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,220000.0
871,0907275090,20.0,RL,73.0,11883.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1996.0,1996.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,690.0,Unf,0.0,814.0,1504.0,GasA,Ex,Y,SBrkr,1504.0,0.0,0.0,1504.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1996.0,Fin,2.0,478.0,TA,TA,Y,115.0,66.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,203000.0
872,0907275140,20.0,RL,,12782.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2002.0,2003.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360.0,Unf,0.0,462.0,1822.0,GasA,Ex,Y,SBrkr,1828.0,0.0,0.0,1828.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,194.0,144.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,279500.0
873,0907280170,20.0,RL,70.0,8750.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1111.0,Unf,0.0,306.0,1417.0,GasA,Ex,Y,SBrkr,1417.0,0.0,0.0,1417.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1997.0,Unf,2.0,511.0,TA,TA,Y,60.0,0.0,0.0,0.0,117.0,0.0,,,,0.0,8.0,2009.0,WD ,Normal,210000.0
874,0907285020,60.0,RL,,9375.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057.0,977.0,0.0,2034.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,576.0,36.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,2.0,2009.0,WD ,Normal,219500.0
875,0907285050,60.0,RL,70.0,8750.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1996.0,1996.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,909.0,807.0,0.0,1716.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1996.0,RFn,2.0,512.0,TA,TA,Y,0.0,120.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Normal,191000.0
876,0907290070,20.0,RL,70.0,9100.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2001.0,2001.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1212.0,1212.0,GasA,Ex,Y,SBrkr,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2001.0,RFn,2.0,573.0,TA,TA,Y,356.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,178000.0
877,0907290090,20.0,RL,75.0,9750.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2000.0,2001.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,1630.0,GasA,Ex,Y,SBrkr,1630.0,0.0,0.0,1630.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,74.0,234.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2009.0,WD ,Normal,213000.0
878,0907290180,120.0,RM,,4435.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,4.0,Typ,0.0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,144000.0
879,0907290210,120.0,RM,,4435.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,4.0,Typ,0.0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD ,Normal,140000.0
880,0907410130,20.0,RL,85.0,10200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,0.0,100.0,1578.0,GasA,Ex,Y,SBrkr,1602.0,0.0,0.0,1602.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,TA,Y,0.0,48.0,0.0,0.0,195.0,0.0,,,,0.0,1.0,2009.0,WD ,Normal,293200.0
881,0907412020,60.0,RL,65.0,9313.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864.0,864.0,0.0,1728.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2004.0,RFn,2.0,572.0,TA,TA,Y,187.0,56.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2009.0,WD ,Normal,190000.0
882,0907414020,20.0,RL,63.0,8487.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1480.0,1500.0,GasA,Ex,Y,SBrkr,1500.0,0.0,0.0,1500.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2004.0,RFn,2.0,570.0,TA,TA,Y,192.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD ,Normal,190000.0
883,0907414080,60.0,RL,64.0,8633.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,GasA,Ex,Y,SBrkr,738.0,738.0,0.0,1476.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,100.0,35.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2009.0,WD ,Normal,173500.0
884,0907420040,60.0,RL,85.0,11069.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608.0,788.0,0.0,1396.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,100.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Normal,170000.0
885,0908102050,20.0,RL,67.0,8777.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4.0,5.0,1949.0,2003.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1126.0,0.0,0.0,1126.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,,Detchd,2002.0,Fin,2.0,520.0,TA,TA,N,0.0,96.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,5.0,2009.0,WD ,Normal,108000.0
886,0908102270,20.0,RL,75.0,9937.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,7.0,1964.0,1999.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,0.0,849.0,1486.0,GasA,Ex,Y,SBrkr,1486.0,0.0,0.0,1486.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,,Detchd,1968.0,Fin,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,3.0,2009.0,WD ,Normal,167000.0
887,0908102290,20.0,RL,67.0,8877.0,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4.0,6.0,1938.0,1958.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690.0,Unf,0.0,126.0,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,3.0,Typ,1.0,Gd,Detchd,1958.0,Unf,1.0,288.0,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD ,Normal,100000.0
888,0908128060,85.0,RL,64.0,7301.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7.0,5.0,2003.0,2003.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,495.0,1427.0,0.0,1922.0,0.0,0.0,3.0,0.0,4.0,1.0,Gd,7.0,Typ,1.0,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,0.0,0.0,177.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,ConLD,Normal,198500.0
889,0908151050,60.0,RL,75.0,7950.0,Pave,,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6.0,6.0,1977.0,1977.0,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535.0,Unf,0.0,155.0,690.0,GasA,TA,Y,SBrkr,698.0,728.0,0.0,1426.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1977.0,Fin,2.0,440.0,TA,TA,Y,252.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2009.0,WD ,Normal,159500.0
890,0908152035,20.0,RL,80.0,10682.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,6.0,1960.0,1971.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,399.0,Unf,0.0,615.0,1014.0,GasA,TA,Y,SBrkr,1149.0,0.0,0.0,1149.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Min1,0.0,,2Types,1968.0,Fin,1.0,544.0,TA,TA,Y,0.0,240.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2009.0,WD ,Normal,127000.0
891,0908152100,80.0,RL,72.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6.0,6.0,1976.0,1976.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631.0,Unf,0.0,410.0,1041.0,GasA,Ex,Y,SBrkr,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Fa,Detchd,1977.0,Unf,1.0,352.0,TA,TA,Y,296.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,10.0,2009.0,WD ,Abnorml,125000.0
892,0908154040,20.0,RL,86.0,13286.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9.0,5.0,2007.0,2008.0,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698.0,0.0,0.0,1698.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,327.0,64.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2009.0,WD ,Normal,320000.0
893,0908186080,180.0,RM,35.0,3675.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,Wood,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072.0,0.0,0.0,1072.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0.0,28.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2009.0,WD ,Normal,145500.0
894,0908201040,20.0,RL,50.0,9405.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,9.0,1947.0,2008.0,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698.0,0.0,0.0,698.0,0.0,1.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,200.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,118000.0
895,0908203090,20.0,RL,64.0,6410.0,Pave,,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1959.0,1959.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,332.0,Rec,243.0,301.0,876.0,GasA,TA,Y,FuseA,876.0,0.0,0.0,876.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,3.0,2009.0,WD ,Normal,85000.0
896,0908225290,20.0,RL,70.0,11767.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,5.0,1950.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368.0,0.0,0.0,1368.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min1,0.0,,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0.0,41.0,211.0,0.0,0.0,0.0,,,Shed,900.0,6.0,2009.0,WD ,Normal,120000.0
897,0908225370,50.0,RL,50.0,8405.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4.0,3.0,1945.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,TA,N,FuseF,1088.0,441.0,0.0,1529.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,9.0,Mod,0.0,,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,92.0,0.0,185.0,0.0,0.0,0.0,,,,0.0,4.0,2009.0,WD ,Normal,98000.0
898,0908229020,30.0,RL,56.0,4060.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5.0,8.0,1922.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,96.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Normal,99900.0
899,0908250030,20.0,RL,74.0,10206.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3.0,3.0,1952.0,1952.0,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasW,Fa,N,FuseF,944.0,0.0,0.0,944.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,Min1,0.0,,Detchd,1956.0,Unf,2.0,528.0,TA,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Normal,82000.0
900,0908275040,90.0,RL,65.0,10926.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5.0,5.0,1959.0,1959.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,TA,Y,SBrkr,1678.0,0.0,0.0,1678.0,0.0,0.0,2.0,0.0,6.0,2.0,TA,10.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD ,Normal,119900.0
901,0908275110,20.0,RL,70.0,11767.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,5.0,1956.0,1956.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,604.0,1150.0,GasA,Ex,Y,SBrkr,1560.0,0.0,0.0,1560.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,7.0,Min1,1.0,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD ,Normal,103500.0
902,0908276150,20.0,RL,,8926.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,3.0,1956.0,1956.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,FuseA,960.0,0.0,0.0,960.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Basment,1956.0,Unf,1.0,288.0,TA,TA,Y,64.0,0.0,0.0,0.0,160.0,0.0,,MnPrv,,0.0,10.0,2009.0,COD,Abnorml,112000.0
903,0909101010,50.0,RL,67.0,12354.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6.0,8.0,1920.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684.0,512.0,0.0,1196.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,0.0,46.0,0.0,0.0,0.0,0.0,,GdPrv,Shed,800.0,8.0,2009.0,ConLI,Normal,110000.0
904,0909101100,50.0,RL,45.0,8212.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1941.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,Ex,Y,SBrkr,854.0,444.0,0.0,1298.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,84.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2009.0,WD ,Normal,122000.0
905,0909101140,50.0,RL,60.0,10998.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1941.0,1960.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408.0,BLQ,420.0,156.0,984.0,GasA,Ex,Y,SBrkr,984.0,620.0,0.0,1604.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Min2,0.0,,Detchd,1977.0,Unf,2.0,660.0,TA,TA,Y,0.0,68.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Normal,117000.0
906,0909129090,50.0,RH,70.0,6300.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1938.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,88.0,TA,TA,PConc,TA,Fa,No,LwQ,832.0,Unf,0.0,0.0,832.0,GasA,TA,Y,SBrkr,832.0,436.0,0.0,1268.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,2.0,Gd,Basment,1938.0,Unf,1.0,250.0,TA,TA,Y,0.0,0.0,55.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Abnorml,160000.0
907,0909129100,50.0,RH,55.0,4500.0,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1932.0,2000.0,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,611.0,793.0,GasA,Ex,Y,SBrkr,848.0,672.0,0.0,1520.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0.0,0.0,56.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Abnorml,159434.0
